Season,#,Team,Yards/G,Rush/G,Rush/P,Pass/G,QBR,Sacks,3rd%,Poss/G,Pts/G
2019,5, Atlanta,379.7,85.1,3.8,294.6,93.8,50,42,30:55:00,23.8
2019,6, Kansas City,379.2,98.1,4.2,281.1,104.4,25,47.6,29:27:00,28.2
2019,7, L.A. Rams,374.9,93.7,3.7,281.2,85.6,22,39.9,29:00:00,24.6
2019,8, Seattle,374.4,137.5,4.6,236.9,105.3,48,39.5,31:25:00,25.3
2019,9, New Orleans,373.9,108.6,4.3,265.2,110.2,25,42.2,32:18:00,28.6
2019,10, L.A. Chargers,367.4,90.8,4,276.6,89,34,44.3,30:46:00,21.1
2019,11, Las Vegas,363.7,118.3,4.3,245.4,101,29,43.8,31:01:00,19.6
2019,12, Tennessee,362.8,138.9,5,223.9,108.3,56,37.8,28:30:00,25.1
2019,13, Houston,362,125.6,4.6,236.4,95.3,49,43.5,30:02:00,23.6
2019,14, Philadelphia,360.8,121.2,4.3,239.6,92.1,37,45.4,33:06:00,24.1
2019,15, New England,354,106.4,3.8,247.6,88.2,28,38.3,31:42:00,26.2
2019,16, Minnesota,353.5,133.3,4.5,220.2,103.9,28,42.8,28:49:00,25.4
2019,17, Detroit,346.8,103.1,4.1,243.8,88.2,43,40.9,29:09:00,21.3
2019,18, Green Bay,345.5,112.2,4.4,233.3,95.3,36,36,31:27:00,23.5
2019,19, Jacksonville,341.8,106.8,4.4,235,90,42,34.5,30:29:00,18.8
2019,20, Carolina,341.8,113.7,4.7,228.1,74.7,58,31.9,28:54:00,21.2
2019,21, Arizona,341.7,124.4,5,217.3,87,50,36,27:41:00,22.6
2019,22, Cleveland,340.9,118.8,4.8,222.1,78.4,41,36.2,29:42:00,20.9
2019,23, N.Y. Giants,338.5,105.3,4.7,233.2,86.4,43,37.3,28:43:00,21.3
2019,24, Buffalo,330.2,128.4,4.4,201.8,82.8,40,35.8,29:59:00,19.6
2019,25, Indianapolis,327.4,133.1,4.5,194.2,85,32,41.5,30:11:00,22.6
2019,26, Cincinnati,323.1,94.8,3.9,228.2,76.2,48,36,29:37:00,17.4
2019,27, Miami,310,72.2,3.3,237.8,80,58,34.3,28:55:00,19.1
2019,28, Denver,298.6,103.9,4.1,194.7,84.1,41,31.7,29:20:00,17.6
2019,29, Chicago,296.8,91.1,3.7,205.7,83.9,45,35.6,30:16:00,17.5
2019,30, Pittsburgh,276.8,90.4,3.7,186.3,76.1,32,34.4,28:50:00,18.1
2019,31, Washington,274.7,98.9,4.4,175.8,83,50,29.1,27:11:00,16.6
2019,32, N.Y. Jets,273,78.6,3.3,194.4,80.6,52,30.7,28:52:00,17.2
2018,1, Kansas City,425.6,115.9,4.8,309.7,113.8,26,47.2,29:11:00,35.3
2018,2, L.A. Rams,421.1,139.4,4.9,281.7,100.7,33,45,30:41:00,32.9
2018,3, Tampa Bay,415.5,95.2,3.9,320.3,94.1,41,46,30:29:00,24.8
2018,4, Pittsburgh,403.3,90.3,4.2,313,95.5,24,44.4,31:00:00,26.8
2018,5, New England,393.4,127.3,4.3,266.1,97.8,21,40.8,31:05:00,27.2
2018,6, Atlanta,389.1,98.3,4.5,290.8,108,42,45.3,29:35:00,25.9
2018,7, Indianapolis,386.2,107.4,4.2,278.8,98.2,18,48.6,30:04:00,27.1
2018,8, New Orleans,379.2,126.6,4.3,252.6,112.3,20,44.6,31:52:00,31.5
2018,9, Baltimore,374.9,152.6,4.5,222.4,84,32,45,32:54:00,24.3
2018,10, Carolina,373.2,133.5,5.1,239.8,92.9,32,41.6,30:43:00,23.5
2018,11, L.A. Chargers,372.6,117.1,4.7,255.6,104.9,34,39.5,30:42:00,26.8
2018,12, Green Bay,369.1,104.2,5,264.9,93.7,53,36.8,30:02:00,23.5
2018,13, Cleveland,368.8,118.3,4.6,250.4,88.8,38,35.1,29:28:00,22.4
2018,14, Philadelphia,365.3,98.1,3.9,267.2,100.7,40,41,32:38:00,22.9
2018,15, Houston,362.6,126.3,4.3,236.3,102.9,62,37,30:46:00,25.1
2018,16, San Francisco,360.6,118.9,4.5,241.7,87.8,48,37.8,29:55:00,21.4
2018,17, N.Y. Giants,356.1,103.1,4.7,252.9,92.7,47,36.9,28:56:00,23.1
2018,18, Seattle,353.3,160,4.8,193.3,110.9,51,38.9,31:28:00,26.8
2018,19, Denver,350.1,119.2,4.9,230.9,82.1,34,33.3,28:58:00,20.6
2018,20, Minnesota,345.6,93.3,4.2,252.2,99.7,40,35.8,29:34:00,22.5
2018,21, Chicago,343.9,121.1,4.1,222.8,95.4,33,41,32:22:00,26.3
2018,22, Dallas,343.8,122.7,4.5,221.1,96.7,56,41.4,31:31:00,21.2
2018,23, Las Vegas,336.2,101.8,4.2,234.4,93.6,52,37.1,30:59:00,18.1
2018,24, Detroit,327.2,103.8,4.1,223.5,88.5,41,36.1,31:23:00,20.2
2018,25, Tennessee,312.6,126.7,4.4,185.9,89.8,47,40,29:46:00,19.4
2018,26, Cincinnati,310.8,105.1,4.7,205.6,87,37,36.9,27:26:00,23
2018,27, Jacksonville,302,107.7,4.1,194.3,79.1,53,40.4,30:13:00,15.3
2018,28, Washington,299.7,110.9,4.3,188.8,78.1,44,36.4,29:37:00,17.6
2018,29, N.Y. Jets,299.2,101.4,4,197.8,73,37,32.2,29:10:00,20.8
2018,30, Buffalo,298.6,124,4.2,174.6,62.6,41,31.6,30:29:00,16.8
2018,31, Miami,289.9,108.6,4.7,181.2,93,52,30.1,28:06:00,19.9
2018,32, Arizona,241.6,83.9,3.8,157.7,69,52,29.1,26:33:00,14.1
2017,1, New England,394.2,118.1,4.2,276.1,102.6,35,40.6,30:37:00,28.6
2017,2, New Orleans,391.2,129.4,4.7,261.8,103.9,20,37.6,31:09:00,28
2017,3, Pittsburgh,377.9,104.2,3.8,273.8,94.1,24,44,31:58:00,25.4
2017,4, L.A. Chargers,376.6,99.7,3.8,276.9,95.1,18,40.2,30:21:00,22.2
2017,5, Kansas City,375.4,118.9,4.7,256.5,100.8,37,39.2,30:55:00,25.9
2017,6, Jacksonville,365.9,141.4,4.3,224.6,84.4,24,37.3,32:19:00,26.1
2017,7, Philadelphia,365.8,132.2,4.5,233.6,97.6,36,41.7,32:41:00,28.6
2017,8, Atlanta,364.8,115.4,4.3,249.4,92.4,24,44.7,29:50:00,22.1
2017,9, Tampa Bay,363.4,90.5,3.7,272.9,90.6,40,43.4,29:43:00,20.9
2017,10, L.A. Rams,361.5,122.1,4.3,239.4,98.3,28,41.1,30:06:00,29.9
2017,11, Minnesota,356.9,122.3,3.9,234.6,99.1,27,43.5,32:26:00,23.9
2017,12, San Francisco,349.2,103.9,4.1,245.3,78.8,43,38.9,29:15:00,20.7
2017,13, Detroit,337.8,76.3,3.4,261.4,98.4,47,38.8,29:47:00,25.6
2017,14, Dallas,331.9,135.6,4.5,196.3,86.3,32,42.9,30:12:00,22.1
2017,15, Seattle,330.4,101.8,4,228.6,94.4,43,37.3,29:19:00,22.9
2017,16, Washington,324.9,90.5,3.6,234.4,93.9,41,32.4,29:44:00,21.4
2017,17, Denver,324.1,115.8,4.1,208.3,73,52,39,31:28:00,18.1
2017,18, Las Vegas,324.1,97.1,4.2,226.9,85.3,24,40.2,28:53:00,18.8
2017,19, Carolina,323.7,131.4,4.3,192.3,79.8,35,41.9,32:17:00,22.7
2017,20, Houston,320,115.1,4.1,204.9,82.8,54,36.4,30:06:00,21.1
2017,21, N.Y. Giants,314.2,96.8,3.9,217.4,79.8,34,32.6,28:41:00,15.4
2017,22, Arizona,314.1,86.6,3.4,227.5,76.2,52,35.2,31:09:00,18.4
2017,23, Tennessee,314,114.6,4.1,199.4,77.1,35,35.1,30:05:00,20.9
2017,24, Cleveland,308.9,107.1,4.5,201.8,61.4,50,33.8,28:11:00,14.6
2017,25, Miami,307.7,86.8,3.9,220.9,78.7,33,31.7,29:24:00,17.6
2017,26, Green Bay,305.7,107.8,4.5,197.9,81.9,51,39.3,29:09:00,20
2017,27, Baltimore,305.4,116,4,189.4,81.4,27,34.1,30:52:00,24.7
2017,28, N.Y. Jets,305.2,106.4,4,198.9,86.1,47,35.5,30:12:00,18.6
2017,29, Buffalo,302.6,126.1,4.1,176.6,82.1,47,41.9,28:20:00,18.9
2017,30, Chicago,287.4,111.8,4.2,175.7,79.1,39,34.6,29:05:00,16.5
2017,31, Indianapolis,284.6,103.8,3.7,180.8,79.7,56,38.2,29:41:00,16.4
2017,32, Cincinnati,280.5,85.4,3.6,195.1,86,40,33.7,27:18:00,18.1
2016,1, New Orleans,426,108.9,4.3,317.1,102.5,27,48.6,30:56:00,29.3
2016,2, Atlanta,415.8,120.5,4.6,295.3,116.8,37,42.1,30:22:00,33.8
2016,3, Washington,403.4,106,4.5,297.4,97.4,23,45.2,30:05:00,24.8
2016,4, New England,386.2,117,3.9,269.2,109.5,24,45.8,31:12:00,27.6
2016,5, Dallas,376.7,149.8,4.8,226.9,103,28,42.3,31:54:00,26.3
2016,6, Las Vegas,373.3,120.1,4.4,253.2,95.3,18,38.1,31:44:00,26
2016,7, Pittsburgh,372.6,110,4.3,262.6,93.9,21,41.1,30:45:00,24.9
2016,8, Green Bay,368.8,106.3,4.5,262.4,102.3,35,46.7,31:13:00,27
2016,9, Arizona,366.8,108.2,4.3,258.5,83.5,41,40.7,30:53:00,26.1
2016,10, Indianapolis,364.4,101.8,4,262.6,94.5,44,43.1,30:52:00,25.7
2016,11, Tennessee,358,136.7,4.6,221.3,93.7,28,46.1,30:31:00,23.8
2016,12, Seattle,357.2,99.4,3.9,257.8,93.4,42,38.2,30:03:00,22.1
2016,13, Cincinnati,356.9,110.6,4,246.4,91.8,41,39,30:19:00,20.3
2016,14, L.A. Chargers,356.8,94.4,3.8,262.4,87.6,36,42.5,30:33:00,25.6
2016,15, Chicago,356.5,108.4,4.6,248.1,81.8,28,37.8,28:06:00,17.4
2016,16, Buffalo,354.1,164.4,5.3,189.8,86.7,46,41,29:47:00,24.9
2016,17, Baltimore,347.7,91.4,4,256.2,82.6,33,36.9,30:45:00,21.4
2016,18, Tampa Bay,346.4,101,3.6,245.4,87,35,43.7,30:57:00,22.1
2016,19, Carolina,343.7,113.4,4,230.3,75.1,36,37.2,30:50:00,23.1
2016,20, Kansas City,343,109.2,4.2,233.8,93.2,32,38,30:36:00,24.3
2016,21, Detroit,338.8,81.9,3.7,256.9,93.3,37,42.6,30:06:00,21.6
2016,22, Philadelphia,337.4,113.3,4.1,224.1,79.2,33,37.9,32:31:00,22.9
2016,23, Jacksonville,334.9,101.9,4.2,233,79.5,34,35.3,29:09:00,19.9
2016,24, Miami,332.8,114,4.5,218.8,95.5,30,36.9,28:59:00,22.7
2016,25, N.Y. Giants,330.7,88.2,3.5,242.4,86,22,34.7,28:18:00,19.4
2016,26, N.Y. Jets,329.2,112.6,4.3,216.6,67.6,35,36,30:41:00,17.2
2016,27, Denver,323.1,92.8,3.6,230.3,83.9,40,34.2,29:03:00,20.8
2016,28, Minnesota,315.1,75.3,3.2,239.8,97.7,38,38,30:35:00,20.4
2016,29, Houston,314.7,116.2,4.1,198.5,73.3,32,37.3,31:33:00,17.4
2016,30, Cleveland,311,107,4.9,204,77.4,66,36.3,28:16:00,16.5
2016,31, San Francisco,308.1,126.2,4.4,181.9,83.4,47,35.1,26:55:00,19.3
2016,32, L.A. Rams,262.7,78.2,3.3,184.4,69.5,49,31.5,29:20:00,14
2015,1, Arizona,408.3,119.8,4.2,288.5,100.9,27,47,32:03:00,30.6
2015,2, New Orleans,403.8,93.2,3.8,310.6,100.6,32,47.7,31:21:00,25.5
2015,3, Pittsburgh,395.4,107.8,4.4,287.7,91.2,33,38.9,29:42:00,26.4
2015,4, Seattle,378.6,141.8,4.5,236.9,109.8,46,46.5,32:14:00,26.4
2015,5, Tampa Bay,375.9,135.1,4.8,240.8,84.2,27,41.8,29:00:00,21.4
2015,6, New England,374.4,87.8,3.7,286.7,101.9,38,40.9,30:17:00,29.1
2015,7, Atlanta,374.2,100.4,3.8,273.9,87.8,32,47.1,32:19:00,21.2
2015,8, N.Y. Giants,372.4,100.6,4,271.9,94.6,27,37.8,28:28:00,26.2
2015,9, San Diego,371.8,84.9,3.5,286.9,94.5,40,42,31:50:00,20
2015,10, N.Y. Jets,370.3,116.8,4.2,253.6,88,22,40.6,31:19:00,24.2
2015,11, Carolina,369,142.6,4.3,226.4,99.4,33,42.4,32:03:00,31.2
2015,12, Philadelphia,364.4,108.9,3.9,255.4,85.6,37,39.6,26:06:00,23.6
2015,13, Buffalo,360.9,152,4.8,208.9,95.6,42,37.9,31:18:00,23.7
2015,14, Baltimore,359.3,92.4,3.9,266.9,79.4,24,37.6,30:32:00,20.5
2015,15, Cincinnati,358,112.8,3.9,245.2,104.1,32,40.3,31:13:00,26.2
2015,16, Denver,355.5,107.4,4.2,248.1,76.3,39,35.3,30:29:00,22.2
2015,17, Washington,353.8,97.9,3.7,255.9,102,27,43.5,31:44:00,24.2
2015,18, Jacksonville,348.8,92.1,4.2,256.8,88.1,51,35.1,27:51:00,23.5
2015,19, Houston,347.8,108.2,3.7,239.6,85.3,36,38.6,30:47:00,21.2
2015,20, Detroit,346.7,83.4,3.8,263.2,95.1,44,36.9,31:29:00,22.4
2015,21, Chicago,344.8,115.9,4,228.9,89.7,33,42.5,31:29:00,20.9
2015,22, Dallas,337.3,118.1,4.6,219.2,76.8,33,34.6,31:07:00,17.2
2015,23, Oakland,334.9,91.1,3.9,243.9,91.1,33,39.1,29:33:00,22.4
2015,24, Green Bay,334.6,115.6,4.2,218.9,92.7,47,33.7,30:08:00,23
2015,25, Cleveland,331.9,95.6,4,236.4,84,53,41.9,31:01:00,17.4
2015,26, Miami,331.7,93.5,4.3,238.2,88.9,45,30.7,27:22:00,19.4
2015,27, Kansas City,331.2,127.8,4.7,203.4,95.4,46,38.2,30:54:00,25.3
2015,28, Indianapolis,321.4,89.9,3.6,231.5,77.5,37,40,30:09:00,20.8
2015,29, Minnesota,321.2,138.2,4.7,183,87.9,45,38.2,30:33:00,22.8
2015,30, Tennessee,311.8,92.8,4,218.9,85.5,54,31.8,29:34:00,18.7
2015,31, San Francisco,303.8,96.5,4,207.2,82.6,53,30.4,26:42:00,14.9
2015,32, Los Angeles,297.6,122.2,4.6,175.3,74.1,18,25.9,28:14:00,17.5
2014,1, New Orleans,411.4,113.6,4.5,297.8,97,30,48.3,30:33:00,25.1
2014,2, Pittsburgh,411.1,109.5,4.1,301.6,103.2,33,44.7,32:24:00,27.2
2014,3, Indianapolis,406.6,100.8,3.9,305.9,96.8,29,41,31:54:00,28.6
2014,4, Denver,402.9,111.6,4,291.3,101.3,17,44.1,30:45:00,30.1
2014,5, Philadelphia,396.8,124.5,4.2,272.2,84.8,32,43.5,26:40:00,29.6
2014,6, Green Bay,386.1,119.8,4.4,266.3,109.9,30,47.2,30:32:00,30.4
2014,7, Dallas,383.6,147.1,4.6,236.5,110.9,30,47.3,32:50:00,29.2
2014,8, Atlanta,378.2,93.6,4,284.6,93.4,31,44.3,29:27:00,23.8
2014,9, Seattle,375.8,172.6,5.3,203.1,95.1,42,42.5,32:22:00,24.6
2014,10, N.Y. Giants,367.2,100.2,3.6,267,92.2,30,43,30:44:00,23.8
2014,11, New England,365.5,107.9,3.9,257.6,97.5,26,44.1,29:36:00,29.2
2014,12, Baltimore,364.9,126.2,4.5,238.7,91,19,41,29:39:00,25.6
2014,13, Washington,358.6,105.7,4.2,252.9,88.8,58,31.5,30:46:00,18.8
2014,14, Miami,350.1,117,4.7,233.1,92.5,46,40,30:07:00,24.2
2014,15, Carolina,348.6,127.2,4.3,221.3,86.5,43,41.9,32:17:00,21.2
2014,16, Cincinnati,348,134.2,4.4,213.8,84.2,23,39.8,30:31:00,22.8
2014,17, Houston,344.6,135.1,3.9,209.5,86.4,26,38.7,31:06:00,23.2
2014,18, San Diego,341.6,85.4,3.4,256.1,93.4,37,45.1,30:58:00,21.8
2014,19, Detroit,340.8,88.9,3.6,251.9,85.9,45,38.6,31:41:00,20.1
2014,20, Chicago,327.5,90.1,4.1,237.4,87.3,41,37.7,30:13:00,19.9
2014,21, San Francisco,327.4,136,4.6,191.4,86.3,52,40.2,31:44:00,19.1
2014,22, N.Y. Jets,326.6,142.5,4.5,184.1,75.1,47,38.9,31:01:00,17.7
2014,23, Cleveland,326.1,108,3.6,218.1,73,31,29.5,28:12:00,18.7
2014,24, Arizona,319.8,81.8,3.3,238,81.8,28,40.2,29:48:00,19.4
2014,25, Kansas City,318.8,119.9,4.6,198.9,92.2,49,39.8,29:59:00,22.1
2014,26, Buffalo,318.5,92.6,3.7,225.9,86,39,36.7,29:44:00,21.4
2014,27, Minnesota,316.7,112.8,4.4,203.9,79.3,51,39,28:52:00,20.3
2014,28, St. Louis,314.7,102.2,4.1,212.5,84.9,47,35.4,29:12:00,20.2
2014,29, Tennessee,303.7,90.4,4.1,213.2,81,50,30.1,27:30:00,15.9
2014,30, Tampa Bay,292,85.9,3.9,206.1,75.2,52,37.4,27:16:00,17.3
2014,31, Jacksonville,289.6,102.1,4.5,187.6,72,71,31.9,27:11:00,15.6
2014,32, Oakland,282.2,77.5,3.7,204.7,74.4,28,33.9,28:20:00,15.8
2013,1, Denver,457.3,117.1,4.1,340.2,114.4,20,46.3,30:31:00,37.9
2013,2, Philadelphia,417.2,160.4,5.1,256.9,102.7,46,39,26:24:00,27.6
2013,3, Green Bay,400.2,133.5,4.7,266.8,91.7,45,41.2,30:52:00,26.1
2013,4, New Orleans,399.4,92.1,3.8,307.4,104.5,37,43.9,32:40:00,25.9
2013,5, San Diego,393.3,122.8,4,270.5,105.5,30,49,33:35:00,24.8
2013,6, Detroit,392.1,112,4,280.1,84.2,23,43,32:21:00,24.7
2013,7, New England,385.4,129.1,4.4,256.4,87.4,39,37.6,30:20:00,27.8
2013,8, Chicago,382.3,114.2,4.5,268.1,96.9,30,42.1,31:02:00,27.8
2013,9, Washington,369.7,135.2,4.8,234.4,76.1,43,40.4,30:53:00,20.9
2013,10, Cincinnati,369.3,109.7,3.6,259.6,89.1,29,40.9,32:49:00,26.9
2013,11, Houston,347.2,108.9,4.2,238.3,74,42,35.9,31:30:00,17.2
2013,12, Arizona,346.4,96.2,3.6,250.1,83.9,41,35.2,30:59:00,23.7
2013,13, Minnesota,344.2,130.1,4.9,214.2,76,44,36.4,28:27:00,24.4
2013,14, Atlanta,343.1,77.9,3.9,265.2,89.5,44,43,30:20:00,22.1
2013,15, Indianapolis,341.8,108.9,4.3,232.8,86.5,32,37.6,29:41:00,24.4
2013,16, Dallas,341.1,94,4.5,247.1,95.7,35,35,29:01:00,27.4
2013,17, Cleveland,340.9,86.4,4,254.4,75.9,49,35,28:41:00,19.2
2013,18, Seattle,339,136.8,4.3,202.2,102.4,44,37.3,30:32:00,26.1
2013,19, Pittsburgh,338.8,86.4,3.5,252.4,92.4,43,38,30:53:00,23.7
2013,20, Buffalo,338.1,144.2,4.2,193.9,75,48,34.3,28:43:00,21.2
2013,21, Kansas City,337.2,128.5,4.7,208.8,88.6,41,34.9,31:05:00,26.9
2013,22, Tennessee,336.9,118.4,4.1,218.5,83.6,37,41.4,30:16:00,22.6
2013,23, Oakland,333.8,125,4.6,208.8,74,45,35,29:54:00,20.1
2013,24, San Francisco,323.8,137.6,4.4,186.2,91.7,39,36.5,30:34:00,25.4
2013,25, Carolina,318.6,126.6,4.2,191.9,89,43,43.8,31:53:00,22.9
2013,26, N.Y. Jets,318.1,134.9,4.4,183.2,66.6,47,39,30:13:00,18.1
2013,27, Miami,312.9,90,4.1,222.9,80.1,58,35,28:42:00,19.8
2013,28, N.Y. Giants,307.5,83.2,3.5,224.2,67.6,40,32.7,29:16:00,18.4
2013,29, Baltimore,307.4,83,3.1,224.4,72,48,36.4,30:20:00,20
2013,30, St. Louis,304.8,109.5,4.1,195.3,84.8,36,34.4,29:05:00,21.8
2013,31, Jacksonville,293.8,78.8,3.3,215.1,71.8,51,31.1,27:22:00,15.4
2013,32, Tampa Bay,277,100.8,3.8,176.2,79.6,47,31.2,29:36:00,18
2012,1, New England,427.9,136.5,4.2,291.4,97.7,27,48.7,30:55:00,34.8
2012,2, New Orleans,410.9,98.6,4.3,312.3,96.4,26,44,29:01:00,28.8
2012,3, Detroit,408.8,100.8,4.1,307.9,81.5,29,41.8,32:05:00,23.2
2012,4, Denver,397.9,114.5,3.8,283.4,105.3,21,45.1,31:16:00,30.1
2012,5, Washington,383.5,169.3,5.2,214.2,102.1,33,35.8,31:11:00,27.2
2012,6, Dallas,374.6,79.1,3.6,295.6,91.3,36,43.9,31:16:00,23.5
2012,7, Houston,372.1,132.7,4.2,239.4,89.2,28,37.6,33:46:00,26
2012,8, Atlanta,369.1,87.3,3.7,281.8,99.1,28,45.1,30:52:00,26.2
2012,9, Tampa Bay,363.8,114.8,4.4,248.9,81.8,26,35.8,30:16:00,24.3
2012,10, Indianapolis,362.4,104.4,3.8,258,76.4,41,42.8,30:45:00,22.3
2012,11, San Francisco,361.8,155.7,5.1,206.1,101.2,41,35.1,31:44:00,24.8
2012,12, Carolina,360.7,130.5,4.5,230.2,86.5,36,43.1,29:50:00,22.3
2012,13, Green Bay,359.4,106.4,3.9,253.1,108.3,51,42.3,30:26:00,27.1
2012,14, N.Y. Giants,355.4,116.4,4.6,239.1,87.2,20,40.6,29:10:00,26.8
2012,15, Philadelphia,354.1,117.1,4.5,236.9,78.6,48,37.4,29:43:00,17.5
